                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5742,                 1.8575,                  1.361,                0.44873,                0.30624,                0.23735,                0.11598,                 2.1635,                 2.7618,                 2.1128,             0.00066007,             0.00066007,             0.00066007
                      2,                 1.7872,                 1.6806,                 1.5877,                0.35792,                0.25524,                0.23428,                0.11509,                 2.2875,                 2.9965,                 2.1792,              0.0012073,              0.0012073,              0.0012073
